"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.73611325,-0.0364208594,0.0851031765,-0.0130984914
0.74607025,-0.0120103238,0.0672323033,-0.0212118123
0.75602825,0.00793648604,0.0599301793,-0.0250646062
0.76598625,0.0198884867,0.0623706989,-0.0294260662
0.77594325,0.0233772285,0.0612601601,-0.0321973525
0.78590125,0.0224666931,0.0330900438,-0.0288921017
0.79585825,0.0169883054,-0.00205702567,-0.0238605924
0.80581625,-0.00185089698,-0.00441312417,-0.0172306523
0.81577325,-0.0326314457,0.0173441023,-0.0101458449
0.82573125,-0.054884553,0.0372504331,0.00245436933
0.83568825,-0.0540270172,0.0621275529,0.00765232695
0.84564625,-0.0358858295,0.0683787912,0.0100377202
0.85560425,-0.0152127752,0.0934612378,0.0134652089
0.86556125,0.0107341371,0.0821369439,0.00767496368
0.87551925,0.028977057,0.046488937,0.00441525457
0.88547625,0.0325355716,0.0265288129,0.00479502138
0.89543425,0.0149464589,0.00236009341,0.0121203121
0.90539125,-0.0140007706,-0.0261794068,0.0195393469
0.91534925,-0.0316503383,-0.0465262234,0.0156969372
