"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.992730417,0.608725772,-0.351199456,-9.69412252
1.00268842,0.594959113,-0.357035323,-9.76026234
1.01264642,0.579546439,-0.358980611,-9.80739819
1.02260442,0.547972905,-0.424671519,-9.88446155
1.03256242,0.399831677,-0.498143583,-10.0373912
1.04252042,0.181061501,-0.585681581,-10.1759556
1.05247842,0.0402525154,-0.73127897,-10.1443821
1.06243642,-0.055515551,-0.83991587,-9.95733507
1.07239442,-0.0359130249,-0.887949541,-9.7855511
1.08235242,0.0772130035,-0.849492677,-9.60344213
1.09231042,0.20979192,-0.788290897,-9.47191068
1.10226842,0.290446589,-0.725742378,-9.46757119
1.11222737,0.274285728,-0.623689532,-9.55690484
1.12218538,0.227598795,-0.592265636,-9.65312182
1.13214337,0.214430686,-0.574758036,-9.76071126
